Museum.Name,Legal.Name,Museum.Type,State..Administrative.Location.,Region.Code..AAM.,Is.Museum,Tax.Year,Annual.Revenue
WILSONIA HISTORIC DISTRICT TRUST,WILSONIA HISTORIC DISTRICT TRUST,HISTORIC PRESERVATION,CA,6,False,2013,0.0
WINDSOR HISTORICAL SOCIETY,WINDSOR HISTORICAL SOCIETY,HISTORIC PRESERVATION,CA,6,False,2013,0.0
WOMEN'S MUSEUM OF CALIFORNIA,WOMENS HISTORY RECLAMATION PROJECT INC,GENERAL MUSEUM,CA,6,True,2013,304894.0
WOMENS HISTORY MUSEUM AND EDUCATION CENTER,WOMENS HISTORY RECLAMATION PROJECT INC,HISTORY MUSEUM,CA,6,True,2013,304894.0
WORLD MUSEUM OF NATURAL HISTORY,LA SIERRA UNIVERSITY,NATURAL HISTORY MUSEUM,CA,6,True,2013,159453290.0
WORLD OF WONDERS SCIENCE MUSEUM,WORLD OF WONDERS SCIENCE MUSEUM INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CA,6,True,2013,410145.0
YERBA BUENA CENTER FOR THE ARTS,YERBA BUENA CENTER FOR THE ARTS,ART MUSEUM,CA,6,True,2013,14276402.0
YOLO COUNTY HISTORICAL MUSEUM,YOLO COUNTY HISTORICAL MUSEUM CORP,HISTORY MUSEUM,CA,6,True,2013,51845.0
YREKA COMMITTEE FOR HISTORIC PRESERVATION,YREKA COMMITTEE FOR HISTORIC PRESERVATION,HISTORIC PRESERVATION,CA,6,False,2013,0.0
YUCAIPA VALLEY HISTORICAL SOCIETY,YUCAIPA VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CA,6,False,2013,0.0
ZIMMER CHILDREN'S MUSEUM,ZIMMER CHILDRENS MUSEUM,CHILDREN'S MUSEUM,CA,6,True,2013,2186880.0
ZOOFARI,ZOOFARI INCORPORATED,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",CA,6,False,2013,61933.0
ADAMS COUNTY HISTORICAL SOCIETY,ADAMS COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,446844.0
AFRO-AMERICAN HISTORICAL AND GENEALOGICAL SOCIETY,THE AFRICAN-AMERICAN HISTORICAL AND GENEALOGICAL SOCIETY OF,HISTORIC PRESERVATION,CO,5,False,2013,0.0
ALAMOSA COUNTY CHAMBER OF COMMERCE,ALAMOSA COUNTY CHAMBER OF COMMERCE,GENERAL MUSEUM,CO,5,True,2013,36693.0
ANASAZI HERITAGE CENTER & HISTORICAL SOCIETY,ANASAZI HISTORICAL SOCIETY INC,GENERAL MUSEUM,CO,5,True,2013,0.0
ANASAZI HISTORICAL SOCIETY,ANASAZI HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
ANDERSON RANCH ARTS CENTER,ANDERSON RANCH ARTS FOUNDATION,ART MUSEUM,CO,5,True,2013,3904127.0
APISHAPA VALLEY HISTORICAL SOCIETY,APISHAPA VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
ARABIAN HORSE TRUST,ARABIAN HORSE TRUST,GENERAL MUSEUM,CO,5,True,2013,0.0
ART CENTER OF ESTES PARK,ART CENTER OF ESTES PARK,ART MUSEUM,CO,5,True,2013,82763.0
ART FOOTHILLS CENTER,FOOTHILLS ART CENTER INC,GENERAL MUSEUM,CO,5,True,2013,770090.0
ASIAN ART COORDINATING COUNCIL,ASIAN ART COORDINATING COUNCIL,ART MUSEUM,CO,5,True,2013,164560.0
ASPEN ART MUSEUM,ASPEN ART MUSEUM FOUNDATION,ART MUSEUM,CO,5,True,2013,1303455.0
ASPEN CENTER FOR ENVIRONMENTAL STUDIES,ASPEN CENTER FOR ENVIRONMENTAL STUDIES,GENERAL MUSEUM,CO,5,True,2013,2290256.0
ASPEN HISTORICAL SOCIETY,ASPEN HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,1468975.0
ASPEN SCIENCE CENTER,ASPEN SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CO,5,True,2013,92251.0
AULT AREA HISTORICAL MUSEUM,AULT AREA HISTORICAL MUSEUM,HISTORIC PRESERVATION,CO,5,False,2013,3456.0
AURORA HISTORICAL SOCIETY,AURORA HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,205123.0
BARCO LIBRARY,COLORADO SEMINARY,GENERAL MUSEUM,CO,5,True,2013,3260435754.0
BEET STREET,BEET STREET,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",CO,5,False,2013,312896.0
BEULAH HISTORICAL SOCIETY,BEULAH HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,12849.0
BOULDER COUNTY BUSINESS HALL OF FAME,BOULDER COUNTY BUSINESS HALL OF FAME INC,GENERAL MUSEUM,CO,5,True,2013,77127.0
BOULDER HISTORICAL SOCIETY,BOULDER HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,504077.0
BOULDER MUSEUM OF CONTEMPORARY ART,BOULDER MUSEUM OF CONTEMPORARY ART,ART MUSEUM,CO,5,True,2013,773192.0
BOULDER VALLEY RAILWAY HISTORICAL SOCIETY,BOULDER VALLEY RAILWAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
BOWLES HOUSE MUSEUM,BOWLES HOUSE MUSEUM,GENERAL MUSEUM,CO,5,True,2013,0.0
BRECKENRIDGE HERITAGE ALLIANCE,BRECKENRIDGE HERITAGE ALLIANCE,HISTORIC PRESERVATION,CO,5,False,2013,993026.0
BUENA VISTA HERITAGE MUSEUM,BUENA VISTA HERITAGE MUSEUM,HISTORY MUSEUM,CO,5,True,2013,55399.0
BUFFALO BILL MEMORIAL MUSEUM,BUFFALO BILL MEMORIAL ASSOCIATION,HISTORY MUSEUM,CO,5,True,2013,24723332.0
BUILDING FUND SALLIE BUSH COMMUNITY BUILDING,BUILDING FUND SALLIE BUSH COMMUNITY BUILDING,HISTORIC PRESERVATION,CO,5,False,2013,0.0
CABLE CENTER,COLORADO SEMINARY,GENERAL MUSEUM,CO,5,True,2013,3260435754.0
CASTLE ROCK HISTORICAL SOCIETY,CASTLE ROCK HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,6362.0
CENTER FOR AMERICAN VALUES,CENTER FOR AMERICAN VALUES INC,HISTORY MUSEUM,CO,5,True,2013,1125199.0
CENTER FOR ARTS EVERGREEN,CENTER FOR THE ARTS EVERGREEN INC,GENERAL MUSEUM,CO,5,True,2013,372624.0
CENTRAL CITY OPERA HOUSE ASSOCIATION,CENTRAL CITY OPERA HOUSE ASSOCIATION,HISTORIC PRESERVATION,CO,5,False,2013,5851464.0
CHESTER M. ALTER ARBORETUM,COLORADO SEMINARY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",CO,5,False,2013,3260435754.0
CHIMNEY ROCK INTERPRETIVE ASSOCIATI ON,CHIMNEY ROCK INTERPRETIVE ASSOCIATION INC,NATURAL HISTORY MUSEUM,CO,5,True,2013,153115.0
CLAN MACBEAN,CLAN MACBEAN INC,HISTORIC PRESERVATION,CO,5,False,2013,13151.0
CLEAR CREEK HISTORY PARK,LARIAT LOOP HERITAGE ALLIANCE,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",CO,5,False,2013,7766.0
CLIMBING TREE CHILDREN'S MUSEUM,CLIMBING TREE CHILDRENS MUSEUM,CHILDREN'S MUSEUM,CO,5,True,2013,0.0
CLYFFORD STILL MUSEUM,CLYFFORD STILL MUSEUM,ART MUSEUM,CO,5,True,2013,1943516.0
COBURN GALLERY,COLORADO COLLEGE TH,ART MUSEUM,CO,5,True,2013,307799108.0
COLORADO AEROSPACE HISTORY PROJECT,COLORADO AEROSPACE HISTORY PROJECT,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CO,5,True,2013,0.0
COLORADO ARTS & CRAFTS SOCIETY,COLORADO ARTS AND CRAFTS SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
COLORADO AVIATION HISTORICAL SOCIETY,COLORADO AVIATION HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
COLORADO CHAUTAUQUA ASSOCIATION,COLORADO CHAUTAUQUA ASSOCIATION,HISTORIC PRESERVATION,CO,5,False,2013,4321931.0
COLORADO GRANGE MUSEUM,PLAINS CONSERVATION CENTER,GENERAL MUSEUM,CO,5,True,2013,798958.0
COLORADO MASONIC LIBRARY & MUSEUM,COLORADO MASONIC LIBRARY & MUSEUM ASSOCIATION,GENERAL MUSEUM,CO,5,True,2013,13084.0
COLORADO MUSEUM OF NATURAL HISTORY,THE COLORADO MUSEUM OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,CO,5,True,2013,45319512.0
COLORADO MUSIC HALL OF FAME,COLORADO MUSIC HALL OF FAME,HISTORIC PRESERVATION,CO,5,False,2013,0.0
COLORADO NATIONAL MONUMENT,COLORADO NATIONAL MONUMENT ASSOCIATION,HISTORIC PRESERVATION,CO,5,False,2013,352424.0
COLORADO NATIONAL MONUMENT ASSOCIATION,COLORADO NATIONAL MONUMENT ASSOCIATION,HISTORIC PRESERVATION,CO,5,False,2013,352424.0
COLORADO SPORTS HALL OF FAME,COLORADO SPORTS HALL OF FAME,GENERAL MUSEUM,CO,5,True,2013,745702.0
COLORADO SPRINGS FINE ARTS CENTER,COLORADO SPRINGS FINE ARTS CENTER,ART MUSEUM,CO,5,True,2013,5106150.0
COLORADO SPRINGS HISTORICAL MILITARY MUSEUM,COLORADO SPRINGS HISTORICAL MILITARY MUSEUM INC,NATURAL HISTORY MUSEUM,CO,5,True,2013,1030.0
COLORADO SWIMMING HALL OF FAME,COLORADO SWIMMING HALL OF FAME INC,GENERAL MUSEUM,CO,5,True,2013,0.0
COLORADO WOMENS HALL OF FAME,COLORADO WOMENS HALL OF FAME INC,GENERAL MUSEUM,CO,5,True,2013,27876.0
CONCRETE COUCH,CONCRETE COUCH,ART MUSEUM,CO,5,True,2013,110330.0
CONIFER HISTORICAL SOCIETY AND MUSEUM,CONIFER HISTORICAL SOCIETY AND MUSEUM,HISTORIC PRESERVATION,CO,5,False,2013,0.0
CREEDE MINING HERITAGE,CREEDE MINING HERITAGE INC,HISTORIC PRESERVATION,CO,5,False,2013,99780.0
CRESTED BUTTE MOUNTAIN BIKE HALL OF FAME AND MUSEUM,CRESTED BUTTE MOUNTAIN HERITAGE MUSEUM INC,HISTORIC PRESERVATION,CO,5,False,2013,291540.0
CRESTED BUTTE MOUNTAIN HERITAGE MUSEUM,CRESTED BUTTE MOUNTAIN HERITAGE MUSEUM INC,HISTORIC PRESERVATION,CO,5,False,2013,291540.0
CRIPPLE CREEK DISTRICT MUSEUM,CRIPPLE CREEK DISTRICT MUSEUM INC,HISTORY MUSEUM,CO,5,True,2013,104217.0
CROSS ORCHARDS HISTORIC SOCIETY,MUSEUM OF WESTERN COLORADO,HISTORIC PRESERVATION,CO,5,False,2013,2770954.0
CROW CANYON ARCHAEOLOGICAL CENTER,CROW CANYON ARCHAEOLOGICAL CENTER,GENERAL MUSEUM,CO,5,True,2013,5780352.0
DENVER ART MUSEUM,DENVER ART MUSEUM FOUNDATION,ART MUSEUM,CO,5,True,2013,5907991.0
DENVER BOTANIC GARDEN,DENVER BOTANIC GARDEN INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",CO,5,False,2013,16312565.0
DENVER CENTER FOR PERFORMING ARTS,DENVER CENTER FOR THE PERFORMING ARTS,GENERAL MUSEUM,CO,5,True,2013,51790009.0
DENVER FIREFIGHTERS MUSEUM,DENVER FIREFIGHTERS MUSEUM INC,GENERAL MUSEUM,CO,5,True,2013,464634.0
DENVER MUSEUM OF MINIATURES DOLLS & TOYS,DENVER MUSEUM OF MINIATURES DOLLS & TOYS,GENERAL MUSEUM,CO,5,True,2013,128902.0
DENVER POLICE LAW ENFORCEMENT MUSEUM,DENVER POLICE LAW ENFORCEMENT MUSEUM,HISTORY MUSEUM,CO,5,True,2013,0.0
DENVER POSSE OF WESTERNER,DENVER POSSE OF WESTERNERS INC,GENERAL MUSEUM,CO,5,True,2013,7993.0
DENVER RAIL HERITAGE SOCIETY,DENVER RAIL HERITAGE SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,75132.0
DENVER SOUTH PARK & PACIFIC HISTORICAL SOCIETY,DENVER SOUTH PARK & PACIFIC HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
DILLON SCHOOLHOUSE MUSEUM,SUMMIT HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,43631.0
DINOSAUR RESOURCE CENTER,WOODLAND PARK ARTS ALLIANCE,GENERAL MUSEUM,CO,5,True,2013,0.0
DINOSAUR RIDGE,FRIENDS OF DINOSAUR RIDGE,GENERAL MUSEUM,CO,5,True,2013,924041.0
DISCOVERY CENTER,FORT COLLINS MUSEUM OF DISCOVERY NONPROFIT PARTNER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CO,5,True,2013,2853562.0
DOUGLAS COUNTY HISTORICAL SOCIETY,DOUGLAS COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,1540444.0
DURANGO ARTS CENTER,DURANGO ARTS CENTER INC,ART MUSEUM,CO,5,True,2013,757680.0
DURANGO DISCOVERY KIDS,DURANGO DISCOVERY MUSEUM,CHILDREN'S MUSEUM,CO,5,True,2013,1999812.0
DURANGO DISCOVERY MUSEUM,DURANGO DISCOVERY MUSEUM,CHILDREN'S MUSEUM,CO,5,True,2013,1999812.0
EAST YUMA COUNTY HISTORICAL SOCIETY,EAST YUMA COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,11179.0
EMERALD CITY OPERA,THE@EMERALD CITY OPERA,GENERAL MUSEUM,CO,5,True,2013,81152.0
ESTES PARK MUSEUM,ESTES PARK MUSEUM FRIENDS & FOUNDATION INC,GENERAL MUSEUM,CO,5,True,2013,58323.0
EVERGREEN NATURE CENTER,EVERGREEN NATURALISTS AUDUBON SOCIETY INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",CO,5,False,2013,70941.0
FLAGLER HISTORICAL SOCIETY,FLAGLER HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
FLORISSANT FOSSIL BEDS NATIONAL MONUMENT,FRIENDS OF THE FLORISSANT FOSSIL BEDS INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
FORE-KIN TRAILS GENEALOGICAL SOCIETY,FORE-KIN TRAILS GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
FORNEY MUSEUM,FORNEY MUSEUM,GENERAL MUSEUM,CO,5,True,2013,449888.0
FORT COLLINS FIRE MUSEUM FOUNDATION,FORT COLLINS FIRE MUSEUM FOUNDATION,ART MUSEUM,CO,5,True,2013,0.0
FORT COLLINS MUSEUM,FORT COLLINS MUSEUM FOUNDATION,HISTORIC PRESERVATION,CO,5,False,2013,4326.0
FORT COLLINS MUSEUM OF ART,FORT COLLINS MUSEUM OF ART INC,ART MUSEUM,CO,5,True,2013,225830.0
FORT COLLINS MUSEUM OF DISCOVERY,FORT COLLINS MUSEUM OF DISCOVERY NONPROFIT PARTNER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CO,5,True,2013,2853562.0
FORT MORGAN MUSEUM,FORT MORGAN HERITAGE FOUNDATION INC,HISTORIC PRESERVATION,CO,5,False,2013,79248.0
FORT SEDGWICK HISTORICAL SOCIETY,FORT SEDGWICK HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
FOWLER HISTORICAL MUSEUM AND SOCIETY,FOWLER HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
FOWLER HISTORICAL SOCIETY,FOWLER HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
FREMONT CENTER FOR THE ARTS,FREMONT CENTER FOR THE ARTS,ART MUSEUM,CO,5,True,2013,110427.0
FRONTIER HISTORICAL SOCIETY,FRONTIER HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,92736.0
GALLERY 023,COLORADO SEMINARY,ART MUSEUM,CO,5,True,2013,3260435754.0
GALLOPING GOOSE HISTORICAL SOCIETY OF DOLORES,GALLOPING GOOSE HISTORICAL SOCIETY OF DOLORES INC,HISTORIC PRESERVATION,CO,5,False,2013,40194.0
GEORGETOWN TRUST FOR CONSERVATION AND PRESERVATION,GEORGETOWN TRUST FOR CONSERVATION AND PRESERVATION INC,HISTORIC PRESERVATION,CO,5,False,2013,1662908.0
GILPIN COUNTY HISTORICAL SOCIETY,GILPIN COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,228240.0
GILPIN COUNTY SCHOOL HOUSE MUSEUM,GILPIN COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,228240.0
GLOBAL VILLAGE MUSEUM OF ARTS AND CULTURES,GLOBAL VILLAGE MUSEUM OF ARTS AND CULTURES,ART MUSEUM,CO,5,True,2013,192346.0
GOLDEN HISTORY MUSEUMS,GOLDEN HISTORY MUSEUMS,HISTORY MUSEUM,CO,5,True,2013,35897.0
GOLDEN LANDMARKS ASSOCIATION,GOLDEN LANDMARKS ASSOCIATION,HISTORIC PRESERVATION,CO,5,False,2013,14896.0
GOVERNORS RESIDENCE PRESERVATION FUND,GOVERNORS RESIDENCE PRESERVATION FUND,HISTORIC PRESERVATION,CO,5,False,2013,446449.0
GRAND COUNTY HISTORICAL ASSOCIATION,GRAND COUNTY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,CO,5,False,2013,260904.0
GRAND COUNTY MUSEUM,GRAND COUNTY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,CO,5,False,2013,260904.0
GRAND LAKE AREA HISTORICAL SOCIETY,GRAND LAKE AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,118610.0
GRAND LAKE HISTORICAL SOCIETY,GRAND LAKE AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,118610.0
GRAND MESA SCENIC BYWAY MAP GRAND MESA SCENIC AND HISTORIC BYWAY ASSOCIATION,GRAND MESA SCENIC AND HISTORIC BYWAY ASSOCIATION INCORPORAT,HISTORIC PRESERVATION,CO,5,False,2013,0.0
GUNNISON COUNTY PIONEER & HISTORICAL SOCIETY,GUNNISON COUNTY PIONEER & HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,75351.0
HAHNS PEAK AREA HISTORICAL SOCIETY,HAHNS PEAK AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
HAMMILL HOUSE & OFFICE & CARRIAGE BARN,GEORGETOWN TRUST FOR CONSERVATION AND PRESERVATION INC,HISTORIC PRESERVATION,CO,5,False,2013,1662908.0
HARMSEN ART MUSEUM,HARMSEN ART MUSEUM FOUNDATION,ART MUSEUM,CO,5,True,2013,0.0
HAUNTED MINES,HAUNTED MINES LLC,GENERAL MUSEUM,CO,5,True,2013,208330.0
HERITAGE ALLIANCE OF OTERO COUNTY,HERITAGE ALLIANCE OF OTERO COUNTY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
HERITAGE CONSERVATION NETWORK,ADVENTURES IN PRESERVATION,HISTORIC PRESERVATION,CO,5,False,2013,64008.0
HERITAGE MUSEUM,LAKE COUNTY CIVIC CENTER ASSOCIATION,GENERAL MUSEUM,CO,5,True,2013,44144.0
HIGH PLAINS ENVIRONMENTAL CENTER,HIGH PLAINS ENVIRONMENTAL CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",CO,5,False,2013,385905.0
HISTORIC BOULDER,HISTORIC BOULDER INC,HISTORIC PRESERVATION,CO,5,False,2013,128276.0
HISTORIC DENVER,HISTORIC DENVER INC,HISTORIC PRESERVATION,CO,5,False,2013,1420040.0
HISTORIC DOUGLAS COUNTY,HISTORIC DOUGLAS COUNTY INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
HISTORIC FORT COLLINS DEVELOPMENT CORP,HISTORIC FORT COLLINS DEVLOPMENT CORPORATION,HISTORIC PRESERVATION,CO,5,False,2013,0.0
HISTORIC FORT LOGAN,FRIENDS OF HISTORIC FORT LOGAN,HISTORY MUSEUM,CO,5,True,2013,0.0
HISTORIC FT LOGAN,FRIENDS OF HISTORIC FORT LOGAN,HISTORIC PRESERVATION,CO,5,False,2013,0.0
HISTORIC ROUTT COUNTY,HISTORIC ROUTT COUNTY,HISTORIC PRESERVATION,CO,5,False,2013,322052.0
HISTORIC ST ELMO AND CHALK CREEK CANYON,HISTORIC ST ELMO AND CHALK CREEK CANYON INC,HISTORY MUSEUM,CO,5,True,2013,25523.0
HISTORICAL SOCIETY OF THE TENTH JUDICIAL CIRCUIT,HISTORICAL SOCIETY OF THE TENTH JUDICIAL CIRCUIT,HISTORIC PRESERVATION,CO,5,False,2013,12155.0
HISTROIC WILLOWS SCHOOL SOCIETY,HISTROIC WILLOWS SCHOOL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
HOLLY HISTORICAL SOCIETY,HOLLY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
HOTCHKISS FINE ARTS ASSOCIATION,HOTCHKISS FINE ARTS ASSOCIATION,ART MUSEUM,CO,5,True,2013,0.0
HUERFANO COUNTY HISTORICAL SOCIETY,HUERFANO COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,12387.0
HUMPHREY MEMORIAL PARK AND MUSEUM,HUMPHREY MEMORIAL PARK AND MUSEUM INC,GENERAL MUSEUM,CO,5,True,2013,70076.0
I.D.E.A. SPACE AT COLORADO COLLEGE,COLORADO COLLEGE TH,GENERAL MUSEUM,CO,5,True,2013,307799108.0
IRA STURDEVANT HOUSE,IRA STURDEVANT HOUSE INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
JEFFERSON COUNTY HISTORICAL SOCIETY,JEFFERSON COUNTY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,19649.0
JEWISH GENEALOGICAL SOCIETY OF COLORADO,JEWISH GENEALOGICAL SOCIETY OF COLORADO,HISTORIC PRESERVATION,CO,5,False,2013,0.0
JOHN MAY MUSEUM CENTER CORPORATION,THE JOHN MAY MUSEUM CENTER CORPORATION,NATURAL HISTORY MUSEUM,CO,5,True,2013,0.0
JOHN MCCONNELL MATH & SCIENCE CENTER OF WESTERN COLORADO,JOHN MCCONNELL MATH & SCIENCE CENTER OF WESTERN COLORADO IN,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CO,5,True,2013,460354.0
KIT CARSON HISTORICAL SOCIETY,KIT CARSON HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
KOSHARE INDIAN MUSEUM,KOSHARE INDIAN MUSEUM INC,GENERAL MUSEUM,CO,5,True,2013,177205.0
LAKEWOOD HISTORICAL SOCIETY,LAKEWOOD HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
LAKEWOOD LEGACY FOUNDATION,LAKEWOOD LEGACY FOUNDATION,HISTORIC PRESERVATION,CO,5,False,2013,64801.0
LARIAT LOOP HERITAGE ALLIANCE,LARIAT LOOP HERITAGE ALLIANCE,HISTORIC PRESERVATION,CO,5,False,2013,7766.0
LEADVILLE LAKE COUNTY SPORTS HALL OF FAME,LEADVILLE LAKE COUNTY SPORTS HALL OF FAME,GENERAL MUSEUM,CO,5,True,2013,0.0
LIMON HERITAGE MUSEUM,LIMON TRAIN RIDE & HERITAGE SOCIETY,GENERAL MUSEUM,CO,5,True,2013,256676.0
LIMON TRAIN RIDE & HERITAGE SOCIETY,LIMON TRAIN RIDE & HERITAGE SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,256676.0
LINCOLN COUNTY HISTORICAL SOCIETY,LINCOLN COUNTY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
LODO DISTRICT,THE LODO DISTRICT INC,HISTORIC PRESERVATION,CO,5,False,2013,168437.0
LONGMONT MUSEUM,FRIENDS OF THE LONGMONT MUSEUM,GENERAL MUSEUM,CO,5,True,2013,957991.0
LYONS HISTORICAL SOCIETY & REDSTONE MUSEUM,LYONS HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,89244.0
LYONS REDSTONE MUSEUM,LYONS HISTORICAL SOCIETY,GENERAL MUSEUM,CO,5,True,2013,89244.0
MANITOU SPRINGS HISTORICAL SOCIETY,MANITOU SPRINGS HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,107618.0
MESA VERDE MUSEUM,MESA VERDE MUSEUM ASSOCIATION,NATURAL HISTORY MUSEUM,CO,5,True,2013,654967.0
MIZEL ARTS AND CULTURE CENTER,MIZEL CENTER FOR ARTS AND CULTURE,GENERAL MUSEUM,CO,5,True,2013,3463411.0
MONTEZUMA COUNTY HISTORICAL SOCIETY,MONTEZUMA COUNTY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,CO,5,False,2013,0.0
MORRISON NATURAL HISTORY FOUNDATION,MORRISON NATURAL HISTORY FOUNDATION,NATURAL HISTORY MUSEUM,CO,5,True,2013,0.0
MOSQUITO RANGE HERITAGE INITIATIVE,MOSQUITO RANGE HERITAGE INITIATIVE,HISTORIC PRESERVATION,CO,5,False,2013,58926.0
MOUNT SOPRIS HISTORICAL SOCIETY,THE MOUNT SOPRIS HISTORICAL SOCIETY,HISTORIC PRESERVATION,CO,5,False,2013,0.0
MOUNTAIN POST HISTORICAL ASSOCIATION,MOUNTAIN POST HISTORICAL ASSOCIATION INC,HISTORY MUSEUM,CO,5,True,2013,59886.0
MOUNTAIN TOP CHILDREN'S MUSEUM,MOUNTAIN TOP CHILDRENS MUSEUM INC,CHILDREN'S MUSEUM,CO,5,True,2013,169420.0
MUSEO DE LAS AMERICAS,MUSEO DE LAS AMERICAS,GENERAL MUSEUM,CO,5,True,2013,398815.0
MUSEO DE LAS TRES COLONIAS,MUSEO DE LAS TRES COLONIAS,GENERAL MUSEUM,CO,5,True,2013,0.0
MUSEUM OF ANTHROPOLOGY,COLORADO SEMINARY,NATURAL HISTORY MUSEUM,CO,5,True,2013,3260435754.0
MUSEUM OF CHRISTIAN HISTORY AND ARCHAEOLOGY,FAITH RXD,GENERAL MUSEUM,CO,5,True,2013,31132.0
MUSEUM OF THE MOUNTAIN WEST,MUSEUM OF THE MOUNTAIN WEST,HISTORY MUSEUM,CO,5,True,2013,175876.0
MUSEUM OF WESTERN COLORADO,MUSEUM OF WESTERN COLORADO,HISTORY MUSEUM,CO,5,True,2013,2770954.0
NATIONAL MINING HALL OF FAME,NATIONAL MINING HALL OF FAME AND MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CO,5,True,2013,1158298.0
NATIONAL MINING HALL OF FAME AND MUSEUM,NATIONAL MINING HALL OF FAME AND MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CO,5,True,2013,1158298.0
NATIONAL MUSEUM OF WORLD WAR II AVIATION,NATIONAL MUSEUM OF WORLD WAR II AVIATION INC,GENERAL MUSEUM,CO,5,True,2013,472639.0
NATIONAL WAR MUSEUM OF THE ROCKIES,NATIONAL WAR MUSEUM OF THE ROCKIES,GENERAL MUSEUM,CO,5,True,2013,0.0
